Gender,Married,Dependents,Education,Self_Employed,EmploymentType,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,1,0,1,0,1231.26,1525.32,223.39499999999998,240.0,1.0,0,1
1,0,1,0,0,2,3312.54,2366.04,235.15,300.0,1.0,2,1
1,1,2,0,1,3,3334.56,736.63,194.07,360.0,1.0,1,1
1,0,0,1,1,3,2268.82,0.0,56.16,180.0,1.0,0,1
1,1,0,1,0,2,3407.63,3112.81,235.97,300.0,1.0,2,1
0,1,2,0,0,1,5471.86,952.61,302.34,120.0,1.0,2,1
1,0,1,0,0,4,1534.73,3536.41,157.46,300.0,0.0,1,0
1,1,0,1,1,0,4019.86,1921.23,267.67,120.0,0.0,2,0
1,0,2,0,1,0,8621.18,1437.71,372.7,180.0,1.0,1,1
1,1,1,0,0,2,4344.23,559.09,2978.14,360.0,1.0,2,1
1,1,1,1,1,3,2552.33,6615.9,223.39499999999998,300.0,1.0,1,1
1,1,0,0,1,1,2397.32,3392.64,227.82,300.0,1.0,1,1
1,1,2,0,0,2,7634.43,0.0,223.39499999999998,300.0,0.0,2,0
1,0,1,1,0,2,3996.23,0.0,159.74,240.0,1.0,2,1
1,0,1,0,0,4,1503.92,393.11,30.61,240.0,0.0,0,0
1,1,1,1,1,3,3340.14,0.0,57.72,300.0,1.0,2,0
0,0,1,0,0,4,2394.2,0.0,105.79,240.0,1.0,0,1
1,0,0,0,0,2,5806.21,0.0,223.39499999999998,240.0,1.0,0,1
1,0,1,0,0,2,6219.37,1547.93,365.32,300.0,1.0,2,1
1,1,3,0,1,3,6181.13,1316.19,316.9,120.0,1.0,1,1
1,1,1,0,1,1,1627.76,0.0,64.59,360.0,1.0,1,1
1,1,1,0,1,3,6234.39,2980.36,341.91,240.0,1.0,0,1
1,1,2,0,0,2,1358.39,0.0,26.1,180.0,1.0,1,1
1,0,1,0,0,2,3962.97,3210.34,314.94,240.0,1.0,0,1
1,1,0,1,0,2,3248.51,238.35,130.45,360.0,1.0,0,1
0,1,2,0,0,2,5490.67,4333.0,223.39499999999998,360.0,1.0,0,1
1,1,2,0,0,2,7021.37,4937.86,507.57,240.0,1.0,0,1
1,1,2,0,0,2,4704.89,1743.45,237.01,360.0,0.0,2,0
1,1,0,0,0,3,5508.43,4007.88,359.78,180.0,1.0,2,1
0,1,3,0,0,2,6244.46,0.0,243.38,120.0,1.0,2,1
1,0,2,1,1,1,3230.07,0.0,96.11,240.0,1.0,1,1
1,1,0,0,1,1,4567.79,0.0,190.59,300.0,1.0,0,1
1,1,0,0,1,3,8590.43,2947.28,446.09,120.0,1.0,0,1
1,1,0,0,0,2,3630.16,3026.97,269.62,240.0,1.0,1,1
1,1,0,0,1,3,6573.77,0.0,267.66,180.0,1.0,2,1
1,1,2,0,0,2,4124.97,0.0,190.56,240.0,1.0,2,1
1,1,0,1,0,2,5675.28,3023.83,393.53,300.0,1.0,2,1
1,0,0,0,1,3,2589.99,0.0,93.09,240.0,1.0,1,1
0,0,1,0,1,0,6681.81,248.51,269.33,240.0,0.0,0,0
0,1,2,0,0,3,5718.04,0.0,207.0,240.0,1.0,0,1
1,0,0,0,0,2,4518.2,1580.19,273.0,300.0,1.0,0,1
1,0,1,0,1,3,2173.39,0.0,122.27,120.0,0.0,0,0
1,1,1,0,0,2,5912.57,0.0,237.76,120.0,1.0,1,1
0,1,3,0,0,2,2689.61,2669.98,206.1,360.0,1.0,2,1
1,1,1,0,0,2,1420.1,2191.2,137.41,120.0,1.0,1,1
1,0,0,0,0,2,5253.65,0.0,234.93,300.0,1.0,1,1
1,1,0,0,1,1,6925.33,1553.47,355.71,360.0,1.0,1,1
0,1,2,0,1,1,4015.36,0.0,134.28,180.0,1.0,0,1
1,1,3,1,0,2,4213.1,0.0,146.07,180.0,0.0,0,0
1,1,0,0,0,2,5969.69,4454.05,418.09,240.0,0.0,2,0
1,1,2,0,1,3,5561.92,0.0,242.43,360.0,0.0,1,0
1,1,0,1,0,2,3086.96,0.0,134.87,240.0,1.0,2,0
1,1,2,0,1,3,4677.21,0.0,201.61,360.0,1.0,0,1
1,1,0,0,0,4,1012.93,0.0,71.6,240.0,1.0,2,1
1,0,0,1,1,3,3179.58,3653.4,270.73,240.0,0.0,1,0
1,1,0,0,0,2,4506.8,5195.16,410.63,360.0,1.0,1,1
1,1,1,0,0,2,3944.92,3532.64,336.08,360.0,1.0,1,1
1,1,0,0,1,0,8754.62,1182.84,389.59,180.0,0.0,2,0
0,1,2,0,0,2,5517.97,4334.75,440.94,240.0,1.0,2,1
1,1,2,0,1,3,7496.84,0.0,258.83,240.0,1.0,2,1
1,0,0,0,1,0,4684.03,0.0,159.43,120.0,1.0,2,1
1,0,0,0,1,3,4180.71,3611.24,310.8,360.0,0.0,1,1
1,1,1,0,0,2,3920.38,0.0,120.85,240.0,1.0,2,1
1,0,2,0,0,0,9675.81,0.0,445.28,360.0,1.0,1,1
1,1,2,0,1,3,4245.23,0.0,213.59,240.0,1.0,1,1
1,1,0,0,0,2,4212.14,1280.5,198.87,180.0,0.0,0,0
1,0,2,0,0,2,5424.13,3075.27,383.93,360.0,1.0,2,1
1,1,1,0,1,0,5700.52,3748.83,376.12,120.0,1.0,2,1
1,0,2,1,0,2,2329.6,816.4,129.19,180.0,0.0,1,0
1,1,1,0,1,1,2667.06,2635.98,232.97,300.0,1.0,2,0
0,1,0,1,1,1,2970.73,0.0,82.69,360.0,0.0,2,0
1,1,1,0,0,2,2869.85,0.0,98.78,300.0,1.0,0,1
1,1,0,0,0,2,6108.11,0.0,182.24,120.0,1.0,2,1
1,0,0,0,0,2,3358.31,3942.63,276.84,240.0,1.0,2,1
1,1,1,1,0,2,3405.1,3188.51,266.55,120.0,1.0,1,1
1,0,2,0,0,2,4324.48,1764.78,230.59,240.0,1.0,2,1
1,1,0,0,0,2,4139.56,2447.19,223.39499999999998,360.0,1.0,0,1
1,1,0,0,0,2,6033.05,2751.17,349.8,360.0,1.0,2,1
0,0,0,0,0,2,2926.87,0.0,88.54,180.0,1.0,2,1
1,0,0,0,0,2,5559.82,3128.91,313.72,300.0,1.0,1,1
1,1,2,0,1,3,2727.98,3292.18,244.27,360.0,1.0,1,1
1,1,2,0,1,3,2802.5,2448.33,174.53,120.0,1.0,1,1
1,1,0,0,0,2,5347.26,0.0,223.39499999999998,180.0,1.0,2,1
1,0,1,0,0,4,1473.5,3030.42,146.76,360.0,1.0,0,1
0,0,1,1,1,0,4971.94,3071.07,348.39,180.0,1.0,2,1
1,1,0,0,0,2,4284.75,0.0,217.82,120.0,1.0,2,1
0,1,0,0,0,2,4932.81,0.0,192.6,240.0,1.0,0,1
1,1,0,0,1,1,3829.06,2858.76,246.96,360.0,1.0,1,1
0,1,2,0,0,2,7533.91,0.0,283.28,240.0,1.0,2,1
1,1,1,0,0,2,1566.32,266.81,124.9,120.0,1.0,2,1
1,1,0,1,1,0,5928.3,3117.04,397.62,300.0,1.0,2,1
1,0,0,0,1,0,9376.81,2124.59,479.25,180.0,1.0,0,1
1,1,0,0,1,1,4156.76,5008.74,223.39499999999998,120.0,0.0,2,0
1,1,2,1,0,2,5211.17,447.17,224.32,120.0,0.0,1,0
0,0,3,0,1,1,5137.67,2377.99,326.83,240.0,1.0,2,1
1,1,0,0,0,2,7017.12,3207.74,441.34,300.0,1.0,0,1
1,0,2,0,0,2,6387.68,0.0,235.99,240.0,1.0,2,1
1,1,1,0,1,0,6403.89,0.0,306.54,240.0,1.0,1,1
1,1,0,0,0,2,2324.07,0.0,76.47,120.0,1.0,0,1
1,1,2,0,0,2,5753.65,0.0,230.9,180.0,1.0,1,1
1,1,1,1,0,2,529068.48,4074.59,206.88,360.0,1.0,1,1
1,1,1,0,1,0,7275.06,3101.9,449.03,240.0,0.0,0,0
0,1,0,0,0,2,4525.37,2825.95,341.29,360.0,0.0,0,0
0,1,3,1,0,2,1787.68,0.0,40.51,240.0,0.0,0,0
0,1,0,0,0,2,5106.87,2437.1,274.29,120.0,1.0,1,1
1,0,3,1,0,2,3317.86,0.0,99.15,240.0,1.0,2,1
1,0,0,0,0,2,2890.18,2070.96,223.39499999999998,180.0,1.0,1,1
1,1,2,0,0,2,6885.23,0.0,262.07,300.0,1.0,2,0
1,0,3,0,1,0,5242.12,0.0,223.51,360.0,1.0,1,1
1,1,3,1,1,0,7763.01,1976.03,398.73,180.0,1.0,2,1
1,1,2,0,1,3,4469.76,496.97,205.96,360.0,1.0,1,1
1,1,0,0,0,2,5415.2,0.0,170.2,300.0,1.0,2,1
1,1,1,0,0,2,7519.95,1417.71,355.9,300.0,0.0,1,1
1,1,0,0,0,4,1927.9,168.0,77.6,240.0,1.0,0,0
0,1,3,0,0,2,3673.65,3954.71,303.84,240.0,1.0,2,1
1,0,0,0,1,1,6369.43,2621.31,433.66,180.0,0.0,1,0
1,1,1,0,1,3,2793.88,0.0,131.21,300.0,1.0,1,1
0,0,0,0,1,3,2577.67,0.0,99.31,120.0,0.0,2,0
1,1,0,0,1,3,5276.8,0.0,229.69,300.0,0.0,1,0
1,1,2,1,0,2,3461.82,2360.53,223.39499999999998,360.0,1.0,1,1
1,0,0,1,0,2,3828.3,0.0,161.39,180.0,1.0,2,1
1,1,0,1,1,0,4099.51,579.13,208.15,360.0,1.0,1,1
1,0,0,1,0,2,624422.16,0.0,74.83,360.0,1.0,1,1
1,0,1,0,0,2,7376.04,1547.16,348.47,300.0,1.0,2,1
1,0,2,0,0,2,4129.34,3460.47,281.16,360.0,0.0,1,1
1,1,1,0,0,2,4978.75,0.0,187.91,120.0,1.0,2,1
1,1,0,0,0,2,6189.33,1753.92,352.08,120.0,0.0,0,0
1,1,0,0,0,2,3618.79,0.0,110.6,360.0,1.0,2,1
1,0,3,1,1,0,3820.12,0.0,77.42,300.0,1.0,1,1
1,1,2,1,0,1,3188.11,0.0,123.47,180.0,1.0,1,1
1,1,0,0,0,2,7113.8,1243.44,330.39,120.0,0.0,2,1
0,1,0,0,0,2,3285.5,535.89,120.69,180.0,1.0,2,1
1,1,0,0,0,2,3936.21,0.0,223.39499999999998,180.0,1.0,0,1
1,1,0,0,1,1,5646.81,13.78,270.41,180.0,1.0,1,1
1,1,0,0,1,3,6297.46,0.0,208.72,180.0,0.0,0,0
1,1,0,0,1,3,3137.74,4537.51,293.21,120.0,1.0,2,1
1,1,2,0,0,2,6530.66,0.0,260.85,240.0,1.0,2,1
1,1,1,0,0,2,5260.22,0.0,199.67,180.0,1.0,1,1
1,1,0,0,0,2,3759.15,4885.69,223.39499999999998,360.0,1.0,0,1
1,1,1,0,1,1,4622.51,0.0,186.38,180.0,1.0,2,1
1,1,1,0,0,2,5657.91,5201.55,433.3,180.0,1.0,1,1
1,1,2,0,0,2,4256.94,3581.56,319.92,300.0,1.0,0,1
1,1,1,0,0,2,3294.91,0.0,144.65,240.0,1.0,2,1
1,1,0,0,1,0,8509.17,0.0,313.47,240.0,0.0,2,0
1,1,1,0,0,2,5788.7,0.0,274.61,180.0,1.0,0,1
1,1,1,0,0,2,7898.94,4838.6,518.08,240.0,0.0,1,0
1,0,3,0,0,2,4724.12,0.0,179.25,360.0,1.0,2,1
1,0,0,1,0,2,2898.85,1905.21,161.52,240.0,1.0,0,1
0,1,0,0,1,0,6094.52,684.4,290.41,180.0,0.0,0,0
1,1,2,0,0,2,4339.42,0.0,182.96,180.0,0.0,2,1
1,0,0,0,0,2,4075.17,2816.52,312.12,300.0,1.0,2,1
1,1,0,0,1,3,6059.25,0.0,255.14,300.0,1.0,0,1
0,0,0,0,0,2,3168.11,410.06,139.7,240.0,0.0,2,0
1,0,0,0,0,2,3339.43,1937.45,223.39499999999998,300.0,0.0,1,0
1,1,2,0,1,0,4598.45,2556.11,330.21,240.0,1.0,1,1
0,1,0,0,1,0,7064.61,3435.05,434.84,240.0,1.0,0,0
0,1,0,0,0,2,5343.92,2615.56,320.6,180.0,1.0,0,1
1,1,3,0,0,2,8178.92,0.0,365.37,180.0,1.0,2,1
0,0,1,1,1,0,6589.36,0.0,270.23,240.0,1.0,2,1
1,0,0,0,0,2,7359.86,0.0,300.02,180.0,0.0,2,1
1,0,0,1,1,1,3519.63,0.0,186.38,180.0,1.0,1,1
1,1,3,0,1,3,7120.22,0.0,271.92,180.0,1.0,0,1
0,0,3,0,1,0,9165.99,1215.74,437.87,360.0,1.0,0,1
1,1,2,1,0,4,741.67,3679.82,151.26,360.0,1.0,2,1
1,0,1,1,0,2,2756.17,0.0,93.76,240.0,1.0,1,0
0,1,0,0,0,2,3976.94,1267.15,182.48,300.0,1.0,2,1
1,1,2,0,0,2,3688.47,0.0,136.24,360.0,1.0,0,1
1,0,3,0,1,0,4197.92,0.0,102.86,120.0,1.0,2,1
0,0,3,1,0,2,2606.85,3693.82,220.31,120.0,1.0,2,1
0,0,0,0,1,3,6432.99,1582.51,251.76,120.0,1.0,1,1
1,0,1,0,0,2,6406.14,0.0,223.39499999999998,240.0,1.0,2,1
0,1,2,1,0,2,3606.56,1349.64,151.22,240.0,1.0,0,1
1,0,0,0,1,3,4893.95,0.0,205.74,240.0,1.0,2,1
1,1,0,1,0,4,1048.1,3824.17,208.66,360.0,1.0,0,0
1,1,0,1,1,3,2159.62,1881.33,201.17,300.0,1.0,1,1
1,1,0,1,0,2,4104.28,0.0,207.31,120.0,1.0,1,1
1,1,0,1,1,3,2943.65,0.0,111.22,180.0,1.0,2,1
0,1,3,1,1,3,1112.01,2855.03,152.91,360.0,1.0,0,1
1,1,0,1,1,3,1586.12,1764.03,135.13,180.0,0.0,0,0
1,1,0,1,1,3,2822.54,3260.83,234.61,240.0,1.0,0,1
1,0,2,0,0,2,5031.65,0.0,213.8,360.0,1.0,0,1
1,0,0,0,0,2,2700.4,2143.73,196.52,240.0,1.0,1,1
1,1,0,0,0,2,5389.0,0.0,196.86,300.0,1.0,2,1
0,1,2,1,1,1,4192.22,0.0,170.96,240.0,1.0,2,1
1,0,0,0,1,0,9019.3,2517.67,436.07,300.0,0.0,0,0
0,0,1,0,1,3,2879.66,0.0,141.71,120.0,1.0,2,1
1,1,0,0,0,2,3446.18,0.0,140.25,240.0,1.0,1,0
1,1,0,0,0,2,5236.04,0.0,239.92,120.0,1.0,1,1
1,1,0,0,0,2,6930.58,4372.15,401.8,360.0,1.0,0,1
1,0,3,0,1,0,8697.84,1926.71,440.74,300.0,1.0,2,1
1,0,0,0,1,0,9040.47,0.0,223.39499999999998,240.0,0.0,1,0
1,1,0,0,0,2,6069.92,3545.44,366.35,120.0,0.0,1,1
1,1,2,1,1,0,4129.93,2744.28,293.38,360.0,1.0,1,1
0,1,2,0,0,2,5902.01,1327.99,311.79,360.0,1.0,1,1
1,0,0,0,0,4,500.0,0.0,10.0,300.0,1.0,0,1
1,1,0,0,1,3,6303.82,0.0,239.59,120.0,1.0,2,1
1,1,2,0,0,2,6031.97,2435.13,369.91,180.0,1.0,2,1
1,0,0,1,1,1,3429.21,0.0,124.07,300.0,1.0,1,1
0,1,0,1,1,3,912.03,0.0,100.22,180.0,1.0,1,1
1,1,1,0,0,2,4463.03,2530.09,293.1,120.0,1.0,0,1
0,1,0,1,1,3,3870.5,1896.02,219.58,300.0,1.0,0,1
1,1,0,0,0,2,3710.7,0.0,108.55,120.0,1.0,0,1
1,0,0,1,0,2,1698.38,1589.95,129.24,360.0,0.0,0,0
0,1,1,0,0,2,4803.42,0.0,256.27,300.0,0.0,2,0
1,0,0,1,1,1,4933.19,1466.16,276.73,240.0,0.0,0,0
1,1,0,0,0,2,5719.02,0.0,215.27,180.0,1.0,0,1
0,0,2,0,0,2,3427.53,0.0,157.73,120.0,1.0,0,1
1,0,1,0,0,4,1121.78,0.0,67.07,300.0,0.0,0,0
1,1,1,0,0,2,4816.63,1575.44,317.8,300.0,0.0,1,0
1,1,0,1,0,2,4840.3,2790.15,271.59,180.0,1.0,1,1
0,1,0,0,1,3,2491.97,0.0,95.81,360.0,0.0,1,0
1,1,0,0,0,2,2916.43,0.0,50.75,240.0,1.0,1,1
1,0,2,0,1,0,5546.25,2122.23,308.16,120.0,1.0,1,1
1,0,2,0,1,0,4799.2,0.0,170.45,180.0,1.0,0,1
1,1,0,0,0,2,6961.14,0.0,280.81,120.0,0.0,1,0
0,1,3,0,0,2,5827.38,0.0,228.23,300.0,1.0,1,1
1,1,0,0,0,2,3674.13,393495.77,199.03,240.0,1.0,2,1
1,1,0,0,1,0,9392.02,0.0,404.69,360.0,1.0,0,1
0,1,1,0,0,2,6441.26,0.0,189.84,240.0,1.0,0,1
0,1,2,0,1,3,5685.2,0.0,244.1,180.0,1.0,1,1
0,1,0,0,1,0,7182.11,3855.04,435.49,180.0,1.0,2,1
1,1,0,1,1,0,5505.58,0.0,224.38,300.0,1.0,1,1
1,1,1,0,0,2,7028.36,6784.93,577.39,300.0,0.0,0,0
1,0,0,0,0,2,3253.66,3963.14,268.55,240.0,0.0,2,0
1,0,2,1,0,2,1537.39,0.0,14.23,300.0,1.0,1,1
1,1,0,0,1,0,4198.81,0.0,205.99,120.0,1.0,1,1
1,1,0,0,1,3,4959.85,0.0,177.65,180.0,1.0,1,1
1,1,0,0,0,2,2314.65,1348.72,120.24,360.0,0.0,1,0
0,1,0,1,0,2,4577.2,0.0,223.39499999999998,240.0,1.0,1,1
1,1,0,1,0,2,2634.99,3071.09,216.16,180.0,1.0,0,1
1,0,1,1,1,3,5070.01,0.0,220.46,300.0,0.0,0,0
1,0,2,0,0,4,2391.46,0.0,107.15,360.0,1.0,0,1
1,1,0,0,0,2,3144.94,4574.14,331.19,180.0,0.0,0,0
1,0,2,1,0,2,1101.82,0.0,20.16,360.0,0.0,1,0
0,1,0,0,1,3,5647.98,0.0,217.39,240.0,1.0,0,1
1,1,0,1,0,2,1983.03,0.0,132.57,120.0,1.0,1,1
0,1,0,0,1,0,5909.43,0.0,241.25,300.0,1.0,2,1
1,1,0,1,1,0,5639.99,3929.63,395.43,120.0,1.0,1,1
1,1,2,0,0,2,857.76,1493.51,107.83,300.0,1.0,0,1
1,0,0,0,0,2,2849.02,2022.84,223.39499999999998,120.0,1.0,0,1
1,0,0,0,0,2,3820.91,3614.42,295.79,120.0,1.0,0,1
1,0,0,0,1,1,5246.92,0.0,275.12,120.0,1.0,0,1
1,1,1,0,1,0,9479.58,5691.71,571.11,360.0,0.0,2,0
1,0,3,0,0,2,4888.51,3212.49,321.05,300.0,1.0,0,1
1,1,0,0,0,2,5551.59,0.0,245.18,240.0,0.0,1,0
0,1,0,0,0,2,3893.2,4039.55,259.95,360.0,1.0,1,1
1,1,0,1,1,0,1714.86,2762.34,156.58,360.0,1.0,0,0
1,1,1,0,0,2,1939.28,459.43,109.22,360.0,0.0,0,0
1,1,2,0,0,2,4070.12,2902.98,308.16,240.0,1.0,2,1
1,0,0,0,0,2,6796.76,1246.31,330.31,240.0,1.0,1,1
1,0,1,0,1,1,4940.94,2836.15,319.98,360.0,1.0,0,1
1,0,0,0,1,3,1412.36,1388.26,113.74,180.0,1.0,2,1
1,1,0,1,1,1,3323.65,2594.91,300.82,240.0,1.0,0,0
1,0,2,0,1,0,6928.11,0.0,229.14,300.0,0.0,2,0
1,1,0,0,0,2,6166.71,0.0,264.91,180.0,1.0,0,1
0,1,1,0,0,2,5010.52,0.0,190.51,120.0,0.0,2,0
1,1,1,0,0,4,1655.27,0.0,46.97,240.0,1.0,1,1
0,1,2,0,0,2,5865.4,0.0,244.67,240.0,0.0,0,0
1,1,0,1,0,2,4329.7,0.0,151.39,120.0,1.0,0,1
0,1,0,0,0,4,1757.29,1902.34,105.63,240.0,1.0,1,1
1,1,2,1,0,4,1203.37,2890.22,250.84,360.0,1.0,2,0
1,1,0,1,0,2,3059.29,1120.44,146.14,300.0,0.0,0,0
1,1,0,0,0,2,8515.71,4568.65,502.23,300.0,0.0,1,0
1,1,1,1,0,2,4417.65,2872.85,370.05,300.0,1.0,1,1
0,0,2,1,1,3,3331.6,3150.05,266.59,120.0,0.0,0,0
1,1,0,0,0,2,3856.97,322.4,185.05,360.0,1.0,2,1
1,1,1,1,0,2,4233.46,622.66,210.53,300.0,1.0,2,1
1,0,1,0,0,2,2322.41,1123.7,107.94,180.0,1.0,1,1
0,1,0,0,1,0,10217.51,0.0,415.59,240.0,1.0,0,1
0,1,1,0,1,1,6448.7,1937.06,330.44,360.0,0.0,1,0
1,0,0,1,1,0,1332.82,0.0,20.69,240.0,1.0,1,1
1,1,2,0,0,2,6474.06,0.0,242.44,180.0,1.0,1,1
1,1,2,0,0,2,4654.64,0.0,233.73,180.0,1.0,1,1
0,0,1,0,0,4,900.72,0.0,223.39499999999998,120.0,1.0,2,1
1,0,2,0,0,2,998.6,815.29,84.95,180.0,1.0,2,0
1,0,0,1,1,3,3502.5,2869.85,259.69,180.0,1.0,0,1
1,0,0,1,0,2,2948.75,2520.13,190.24,120.0,0.0,2,0
1,0,0,0,0,0,3203.84,1315.13,187.32,240.0,1.0,1,1
1,1,0,0,1,3,5482.17,0.0,209.25,360.0,1.0,1,1
1,1,2,0,1,3,5076.64,2043.73,256.89,360.0,1.0,2,1
1,0,0,0,1,3,3396.24,0.0,177.06,360.0,0.0,2,0
1,1,2,0,0,2,3324.22,0.0,131.89,120.0,0.0,2,0
1,0,0,0,0,2,2886.68,0.0,33.44,240.0,1.0,1,1
1,1,0,0,1,3,11501.86,258.25,223.39499999999998,240.0,1.0,1,1
1,1,0,0,0,2,4365.17,1958.42,262.83,120.0,1.0,2,0
0,1,1,0,0,3,5234.05,0.0,277.95,360.0,1.0,0,1
1,0,0,1,1,3,2943.48,0.0,147.59,300.0,1.0,2,1
1,1,0,0,1,0,5748.78,0.0,206.75,300.0,1.0,2,0
1,0,3,0,0,2,5249.98,0.0,184.58,240.0,1.0,1,1
1,1,2,1,0,2,4153.95,0.0,192.82,240.0,1.0,1,1
0,1,2,1,0,2,4096.0,13.41,153.57,300.0,0.0,0,0
1,1,1,1,0,2,3999.07,2385.26,285.75,240.0,0.0,1,0
1,1,3,1,1,0,3779.95,4712.79,390.88,360.0,1.0,1,1
1,1,0,0,0,2,2436.52,0.0,156.39,240.0,1.0,2,0
0,0,0,0,1,3,1499.58,0.0,52.08,300.0,1.0,0,1
1,1,0,0,1,0,5625.81,3936.01,454.61,180.0,1.0,2,1
1,0,0,0,0,2,2662.93,0.0,83.81,180.0,0.0,0,0
1,1,0,1,0,2,3553.11,4089.89,257.28,120.0,0.0,2,0
1,1,3,0,1,3,5338.88,3064.14,308.25,180.0,1.0,2,1
0,1,2,1,1,3,4349.71,2946.46,306.34,300.0,1.0,1,1
1,0,2,0,0,2,5903.37,3816.53,327.49,240.0,1.0,2,1
1,1,0,0,0,2,8203.41,1871.71,455.7,240.0,1.0,2,1
1,1,0,1,0,2,4579.19,2783.72,325.85,360.0,0.0,1,1
1,1,2,1,0,2,2814.48,1379.27,190.8,360.0,1.0,0,1
1,1,0,1,0,2,1774.85,5544.1,313.94,120.0,1.0,1,1
1,1,0,0,0,2,2820.31,4117.09,327.1,240.0,1.0,0,1
1,1,3,0,0,2,2706.18,0.0,95.89,240.0,1.0,0,1
1,1,1,0,1,3,3122.38,0.0,118.86,180.0,1.0,2,0
1,1,1,0,0,2,5349.04,2016.76,254.38,240.0,1.0,1,1
0,0,0,0,1,0,737854.94,1396.57,261.15,120.0,1.0,0,1
1,1,0,1,1,3,3893.34,3724.19,322.34,360.0,1.0,2,1
1,1,0,0,1,0,8892.9,0.0,315.33,120.0,1.0,2,1
0,1,1,0,0,2,8715.0,0.0,334.28,300.0,1.0,2,1
1,1,0,0,1,3,3251.91,2552.45,232.45,300.0,0.0,2,0
1,1,0,0,0,2,5769.37,4825.4,446.75,300.0,1.0,2,1
1,0,0,0,0,2,4893.69,378.66,195.92,240.0,1.0,1,1
1,0,2,1,0,2,4269.73,267.11,192.93,180.0,0.0,1,0
1,1,3,1,1,1,4055.14,2372.63,306.71,300.0,1.0,1,1
0,1,1,0,1,0,6187.8,0.0,223.54,180.0,1.0,0,1
1,0,0,0,1,0,7332.31,803.4,280.81,360.0,1.0,1,1
1,0,0,0,1,3,3819.52,3178.95,238.31,240.0,0.0,1,0
1,0,0,0,1,3,4004.43,1795.59,227.38,180.0,0.0,1,0
1,1,0,1,0,2,3402.2,0.0,152.42,240.0,1.0,1,1
0,1,3,1,0,2,3628.61,2793.93,256.09,360.0,1.0,0,1
1,1,0,0,1,3,3875.69,3891.26,303.23,240.0,1.0,2,1
1,0,2,0,0,2,5469.8,2313.25,276.68,240.0,1.0,1,1
1,1,0,0,1,0,4028.77,2650.56,233.21,180.0,1.0,2,1
1,0,1,0,0,2,7919.62,1480.55,223.39499999999998,300.0,1.0,0,1
0,1,0,0,1,0,13753.58,2242.25,634.51,180.0,1.0,2,1
1,1,1,0,0,2,4208.55,2993.13,3108.56,360.0,1.0,2,1
1,1,3,0,1,0,8301.13,4013.05,486.03,240.0,1.0,1,1
1,0,0,0,0,2,1614.75,3541.95,248.88,300.0,1.0,2,1
1,1,1,0,0,2,4115.94,3207.44,312.46,300.0,1.0,2,1
1,1,0,0,0,2,3667.2,1427.27,185.12,360.0,1.0,2,1
1,1,0,0,1,3,3850.79,2531.57,250.57,240.0,1.0,2,1
1,1,3,0,0,2,6589.44,0.0,298.83,300.0,1.0,1,1
1,1,0,1,0,2,500.0,0.0,10.68,360.0,1.0,1,1
1,1,0,1,1,0,9005.0,3418.88,472.73,120.0,1.0,1,1
0,1,0,0,0,2,6187.94,2572.92,223.39499999999998,180.0,1.0,2,1
1,1,0,0,0,2,5007.37,126.72,161.15,240.0,1.0,1,1
1,1,0,1,0,2,2356.11,0.0,107.2,360.0,1.0,2,0
0,1,2,1,1,3,3313.53,0.0,143.7,300.0,0.0,1,0
0,1,0,0,0,2,4727.85,991.03,211.88,120.0,1.0,0,1
0,1,3,0,0,2,1505.78,0.0,64.87,300.0,1.0,2,1
0,1,3,0,1,1,5199.16,222909.88,224.14,240.0,1.0,1,1
1,1,0,0,0,2,6593.28,3364.52,419.14,360.0,1.0,0,1
1,1,0,0,0,2,4627.16,581.56,182.59,360.0,1.0,0,1
1,0,0,0,0,2,4573.69,0.0,211.96,180.0,1.0,2,1
0,1,1,0,0,2,4227.22,0.0,150.42,120.0,1.0,2,1
0,1,0,0,1,3,6984.55,0.0,257.29,300.0,0.0,1,0
1,1,0,0,0,2,3697.11,5624.17,330.79,180.0,1.0,0,1
1,1,0,1,0,2,2750.17,4395.31,310.92,240.0,1.0,0,1
1,1,0,0,1,0,5763.22,2652.53,336.85,120.0,1.0,2,1
1,0,0,0,0,2,1858.64,1942.11,153.92,360.0,1.0,0,1
0,0,0,1,0,4,735.22,0.0,10.0,240.0,1.0,1,1
1,0,1,1,1,0,5565.82,0.0,191.81,300.0,0.0,2,0
0,1,0,0,0,4,964.07,2361.14,141.2,240.0,1.0,1,1
1,0,0,0,1,3,2143.69,3524.38,223.28,120.0,0.0,1,0
1,1,0,0,0,2,1204.62,0.0,54.85,360.0,1.0,2,1
1,1,2,0,0,2,4457.95,0.0,217.06,120.0,1.0,1,0
1,1,0,1,1,3,4014.5,2528.45,221.49,180.0,0.0,0,0
1,1,0,0,0,2,4787.96,0.0,163.34,240.0,0.0,2,0
1,1,0,1,0,2,2158.97,3282.61,228.79,120.0,1.0,1,1
1,0,0,0,0,2,7382.47,421458.72,387.38,360.0,1.0,0,1
1,1,2,1,0,2,4163.98,2545.7,292.69,300.0,1.0,1,1
1,0,2,0,1,0,7230.08,0.0,223.39499999999998,120.0,0.0,2,0
1,0,2,0,0,2,5224.8,2811.36,308.3,120.0,0.0,1,1
1,1,0,0,0,2,4074.96,0.0,142.85,240.0,1.0,1,1
