Loan_ID,Gender,Married,Dependents,Education,Self_Employed,EmploymentType,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100109,Male,No,2,Graduate,Yes,Freelancer,5134.09,2580.02,277.88,240,1.0,Rural,Y
LP100897,Female,,2,Graduate,No,Unemployed,1531.69,0.0,75.17,120,1.0,Semiurban,N
LP100028,Male,Yes,1,Graduate,No,Salaried,3694.17,0.0,144.28,240,1.0,Urban,Y
LP100997,Male,Yes,0,Graduate,Yes,Business Owner,3033.37,2980.5,242.06,240,1.0,Urban,Y
LP100989,Male,No,,Not Graduate,No,Salaried,3006.2,0.0,128.01,360,0.0,Rural,N
LP100977,,Yes,1,Not Graduate,No,Salaried,4970.53,2574.75,275.34,180,1.0,Rural,N
LP100619,Female,Yes,,Graduate,No,Salaried,1887.0,0.0,99.02,300,0.0,Semiurban,N
LP100222,Male,Yes,0,Graduate,Yes,Freelancer,5931.76,1262.78,268.6,120,1.0,Rural,Y
LP100851,Male,No,1,Graduate,No,Salaried,2599.38,3447.38,213.85,180,0.0,Rural,Y
LP100330,Male,No,0,Not Graduate,Yes,Self-Employed,2715.78,1208.54,196.85,300,1.0,Semiurban,Y
LP100496,Male,No,1,Graduate,No,Salaried,6052.12,216.89,224.11,300,1.0,Rural,Y
LP100618,Male,Yes,0,Graduate,Yes,Business Owner,10760.86,5504.98,640.28,240,1.0,Rural,Y
LP100131,Male,No,0,Not Graduate,No,Salaried,2206.46,5294.2,337.52,,1.0,Rural,N
LP100942,,Yes,2,Not Graduate,No,Salaried,1316.33,3686.38,,120,0.0,Rural,Y
LP100485,Male,No,1,Not Graduate,No,Salaried,1749.87,0.0,88.83,240,0.0,Semiurban,N
LP100957,Male,Yes,2,Graduate,No,Salaried,5009.75,3066.36,336.75,180,0.0,Semiurban,N
LP100979,Female,No,2,Not Graduate,No,Salaried,3194.61,0.0,123.86,120,0.0,Rural,N
LP100766,Male,Yes,0,Graduate,No,Salaried,4951.03,0.0,169.75,360,1.0,Rural,Y
LP100541,Male,Yes,2,Not Graduate,No,Salaried,4318.63,1042.4,182.36,300,1.0,Semiurban,N
LP100344,Female,No,1,Graduate,No,Salaried,7576.12,0.0,,120,0.0,Semiurban,N
LP100811,Male,,0,Graduate,No,Salaried,4850.16,0,183.84,180,1.0,Urban,Y
LP100256,Male,Yes,1,Graduate,Yes,Business Owner,5023.98,0.0,132.13,240,1.0,Rural,Y
LP100186,Male,Yes,2,Graduate,Yes,Freelancer,5109.32,1284.55,274.16,240,1.0,Semiurban,Y
LP100299,Male,Yes,3+,Graduate,No,Salaried,4525.65,3556.4,338.3,360,1.0,Urban,Y
LP100677,Male,Yes,0,Not Graduate,No,Salaried,500,0.0,87.12,120,1.0,Urban,Y
LP100823,Male,Yes,3+,Graduate,Yes,Freelancer,7113.09,0.0,308.33,360,1.0,Rural,Y
LP100113,Male,Yes,1,Not Graduate,No,Salaried,3469.31,5300.29,307.48,120,0.0,Rural,N
LP100079,Male,Yes,0,Graduate,Yes,Self-Employed,9125.58,0.0,344.8,240,1.0,Urban,Y
LP100369,Male,Yes,,Graduate,No,Salaried,4826.23,0.0,173.74,240,,Rural,Y
LP100659,Male,No,0,Graduate,,Self-Employed,3276.5,337.25,90.07,300,1.0,Urban,Y
LP100202,,Yes,0,Graduate,Yes,Self-Employed,2236.68,2446.38,242.91,360,1.0,Rural,Y
LP100732,Male,Yes,2,Graduate,No,Salaried,3904.91,0.0,,360,0.0,Rural,N
LP100322,Male,Yes,0,Graduate,No,Salaried,1673.17,0.0,80.99,300,1.0,Semiurban,Y
LP100954,Female,No,0,Not Graduate,Yes,Self-Employed,5008.75,2429.93,327.47,360,0.0,Urban,N
LP100524,Male,Yes,,Not Graduate,Yes,Self-Employed,3421.29,2824.93,251.6,180,1.0,Semiurban,Y
LP100130,Male,No,0,Graduate,No,Salaried,3116.06,0.0,164.33,360,1.0,Urban,Y
LP100748,Male,No,0,Not Graduate,No,Salaried,500,466.1,75.92,240,1.0,Semiurban,Y
LP100628,Female,No,0,Graduate,Yes,Business Owner,7814.95,4076.97,467.7,360,1.0,Rural,Y
LP100859,Male,No,0,Graduate,No,Salaried,5402.06,0.0,260.0,360,0.0,Semiurban,N
LP100261,Male,Yes,3+,Graduate,No,Salaried,2452.88,137.47,37.12,300,1.0,Urban,Y
LP100355,Male,Yes,3+,Graduate,No,Salaried,4791.1,1259.09,213.43,240,1.0,Rural,Y
LP100196,Female,No,0,Not Graduate,No,Salaried,2623.62,3406.39,234.55,300,1.0,Urban,Y
LP100280,Female,Yes,0,Graduate,No,Salaried,6345.45,3886.79,438.39,180,1.0,Rural,Y
LP100953,Male,No,0,Graduate,No,Salaried,4240.8,0.0,226.09,360,1.0,Rural,Y
LP100583,Male,No,1,Graduate,Yes,Self-Employed,4879.16,0.0,166.55,120,1.0,Urban,Y
LP100494,Male,Yes,0,Not Graduate,No,Salaried,3809.21,4092.43,4950.37,,0.0,Rural,N
LP100971,Male,Yes,0,Graduate,Yes,Business Owner,11539.01,0.0,506.51,180,1.0,Semiurban,Y
LP100443,Male,No,0,Not Graduate,Yes,Business Owner,5899.5,0.0,267.28,120,1.0,Semiurban,Y
LP100275,Male,No,0,Graduate,No,Salaried,4293.97,0.0,186.86,240,1.0,Semiurban,Y
LP100001,Male,No,1,Graduate,No,Salaried,4406.46,0.0,172.92,360,1.0,Rural,Y
LP100265,Female,Yes,0,Graduate,No,Salaried,2701.06,0.0,81.57,300,1.0,Semiurban,Y
LP100173,Female,Yes,0,Graduate,Yes,Self-Employed,2474.52,0.0,132.1,120,1.0,Urban,Y
LP100095,Male,Yes,0,Graduate,Yes,Self-Employed,7309.3,0.0,297.87,180,0.0,Rural,N
LP100532,Female,Yes,1,Graduate,No,Salaried,3082.37,5473.08,308.1,300,0.0,Semiurban,Y
LP100685,Male,No,0,Graduate,No,Salaried,4752.25,0.0,203.05,120,1.0,Rural,Y
LP100252,Male,No,0,Graduate,Yes,Business Owner,3675.41,0.0,150.17,360,1.0,Semiurban,Y
LP100567,Female,No,0,Graduate,No,Salaried,7671.64,0.0,308.38,180,1.0,Urban,Y
LP100658,Male,,1,Graduate,Yes,Business Owner,8326.5,0,381.85,300,1.0,Urban,Y
LP100049,Female,Yes,2,Not Graduate,No,Salaried,4318.31,0,181.67,180,1.0,Semiurban,Y
LP100019,Female,Yes,2,Graduate,No,Salaried,6156.21,0.0,229.51,240,0.0,Rural,N
LP100822,Female,No,,Graduate,No,Salaried,5341.04,0.0,171.32,120,0.0,Urban,N
LP100746,,Yes,3+,Graduate,No,Salaried,7761.58,0.0,377.04,300,1.0,Rural,Y
LP100051,Male,Yes,2,Graduate,No,Salaried,4445.01,0.0,161.16,120,1.0,Rural,Y
LP100372,Male,Yes,0,Not Graduate,Yes,Business Owner,1977.94,0.0,102.39,360,1.0,Urban,Y
LP100497,Male,,0,Not Graduate,Yes,Self-Employed,2376.93,4786.58,302.34,360,1.0,Semiurban,Y
LP100809,Male,Yes,0,Graduate,Yes,Self-Employed,3966.09,4422.25,345.82,180,0.0,Rural,N
LP100990,Male,Yes,0,Graduate,Yes,Self-Employed,1747.14,2687.74,206.45,300,1.0,Rural,Y
LP100039,Female,No,0,Graduate,Yes,Freelancer,4878.37,3065.05,296.92,120,0.0,Semiurban,Y
LP100142,Female,Yes,0,Graduate,Yes,Self-Employed,1944.64,0.0,118.67,300,0.0,Semiurban,N
LP100998,Male,Yes,0,Graduate,Yes,Business Owner,4618.07,0.0,176.86,120,1.0,Semiurban,Y
LP100773,,Yes,1,Graduate,Yes,Self-Employed,4993.62,0.0,223.0,360,1.0,Rural,Y
LP100745,Male,Yes,0,Not Graduate,No,Unemployed,1556.33,1650.47,117.61,300,1.0,Rural,N
LP100754,Female,Yes,1,Not Graduate,Yes,Freelancer,3250.89,1674.4,225.34,240,1.0,Urban,Y
LP100782,Male,No,1,Graduate,No,Salaried,5844.25,1775.41,256.43,360,0.0,Rural,N
LP100929,Male,No,0,Not Graduate,No,Salaried,1706.67,0.0,56.7,180,1.0,Urban,Y
LP100073,Male,Yes,0,Graduate,Yes,Self-Employed,1444.0,2131.47,171.87,180,0.0,Rural,N
LP100634,Male,Yes,0,Not Graduate,Yes,Freelancer,1864.1,3309.12,234.64,300,1.0,Semiurban,Y
LP100483,Male,Yes,2,Not Graduate,No,Salaried,2303.52,0.0,139.33,180,1.0,Semiurban,Y
LP100439,Male,No,2,Not Graduate,Yes,Freelancer,3501.59,835.04,192.68,240,1.0,Urban,Y
LP100945,Male,,1,Graduate,No,Salaried,4368.86,3982.98,,240,1.0,Rural,Y
LP100757,Male,,1,Graduate,No,Salaried,3406.43,0.0,179.58,120,1.0,Urban,Y
LP100206,Male,Yes,2,Graduate,No,Salaried,3048.02,368.42,130.64,360,1.0,Urban,Y
LP100870,Female,,2,Not Graduate,Yes,Self-Employed,4258.83,0.0,163.28,,1.0,Semiurban,Y
LP100575,Female,,0,Graduate,No,Salaried,3675.24,2862.05,214.08,180,1.0,Semiurban,Y
LP100178,Female,Yes,2,Graduate,Yes,Business Owner,6717.09,0.0,240.98,360,1.0,Urban,Y
LP100702,Male,Yes,0,Not Graduate,No,Salaried,1175.53,1378.87,148.1,360,1.0,Rural,Y
LP100436,Male,Yes,1,Graduate,Yes,Self-Employed,5939.55,5739.95,479.11,360,1.0,Rural,Y
LP100527,Female,Yes,0,Graduate,Yes,Self-Employed,5010.77,3176.82,359.46,180,0.0,Rural,N
LP100790,Male,Yes,1,Graduate,Yes,Self-Employed,4378.27,5217.96,396.38,120,1.0,Semiurban,Y
LP100320,Male,No,0,Graduate,Yes,Business Owner,7234.65,1804.61,360.51,240,,Rural,Y
LP100808,Female,Yes,2,Graduate,No,Unemployed,1347.24,1603.06,85.31,240,1.0,Semiurban,N
LP100357,Male,No,0,Graduate,Yes,Freelancer,3161.38,0.0,157.01,240,1.0,Semiurban,Y
LP100598,Male,,0,Graduate,No,Salaried,2769.06,0.0,120.36,240,1.0,Semiurban,Y
LP100233,,Yes,0,Graduate,Yes,Freelancer,2840.3,0.0,114.01,240,1.0,Semiurban,Y
LP100540,Female,Yes,2,Not Graduate,No,Salaried,3933.61,0.0,155.66,300,1.0,Semiurban,Y
LP100300,Male,Yes,0,Graduate,Yes,Business Owner,6968.52,1922.51,338.88,300,,Urban,N
LP100442,Male,No,,Graduate,Yes,Self-Employed,5926.63,0.0,238.31,120,1.0,Rural,Y
LP100969,Male,Yes,3+,Not Graduate,No,Salaried,5095.61,0.0,223.71,300,0.0,Semiurban,Y
LP100833,Male,No,2,Not Graduate,No,Salaried,2392.35,606.43,156.73,240,0.0,Rural,N
LP100198,Female,Yes,1,Graduate,No,Unemployed,2599.05,1091.8,104.25,120,1.0,Rural,Y
LP100736,Male,Yes,0,Graduate,Yes,Business Owner,4149.32,0.0,184.16,240,1.0,Urban,Y
LP100387,Male,No,0,Graduate,No,Salaried,4525.25,0.0,171.8,120,1.0,Urban,Y
LP100507,Female,Yes,0,Graduate,Yes,Freelancer,3789.77,1689.47,210.18,360,1.0,Semiurban,Y
LP100857,Female,Yes,1,Not Graduate,Yes,Business Owner,4922.86,3905.8,265.1,300,,Semiurban,Y
LP100763,,No,1,Graduate,No,Salaried,3917.45,0.0,126.29,180,1.0,Urban,Y
LP100331,Male,No,2,Graduate,Yes,Self-Employed,6905.29,2674.07,427.24,300,1.0,Rural,Y
LP100231,Female,Yes,1,Graduate,Yes,Freelancer,4634.96,0,169.85,360,1.0,Rural,Y
LP100711,Male,Yes,2,Not Graduate,Yes,Business Owner,3374.55,769.01,130.98,120,0.0,Rural,N
LP100187,,Yes,0,Not Graduate,No,Salaried,3079.93,4077.31,282.78,180,1.0,Semiurban,Y
LP100950,Male,Yes,1,Graduate,Yes,Business Owner,1231.26,1525.32,,240,1.0,Rural,Y
LP100521,Male,No,1,Graduate,No,Salaried,3312.54,2366.04,235.15,300,1.0,Urban,Y
LP100526,Male,Yes,2,Graduate,Yes,Self-Employed,3334.56,736.63,194.07,360,1.0,Semiurban,Y
LP100376,Male,No,0,Not Graduate,Yes,Self-Employed,2268.82,0.0,56.16,180,1.0,Rural,Y
LP100932,Male,Yes,0,Not Graduate,No,Salaried,3407.63,3112.81,235.97,300,1.0,Urban,Y
LP100366,Female,Yes,2,Graduate,,Freelancer,5471.86,952.61,302.34,120,1.0,Urban,Y
LP100244,Male,No,1,Graduate,No,Unemployed,1534.73,3536.41,157.46,300,0.0,Semiurban,N
LP100027,Male,Yes,0,Not Graduate,Yes,Business Owner,4019.86,1921.23,267.67,120,0.0,Urban,N
LP100119,Male,No,2,Graduate,Yes,Business Owner,8621.18,1437.71,372.7,180,1.0,Semiurban,Y
LP100858,Male,Yes,1,Graduate,,Salaried,4344.23,559.09,2978.14,360,1.0,Urban,Y
LP100949,Male,Yes,1,Not Graduate,Yes,Self-Employed,2552.33,6615.9,,300,1.0,Semiurban,Y
LP100542,Male,Yes,0,Graduate,Yes,Freelancer,2397.32,3392.64,227.82,300,1.0,Semiurban,Y
LP100183,Male,Yes,2,Graduate,No,Salaried,7634.43,0.0,,300,0.0,Urban,N
LP100381,Male,No,1,Not Graduate,No,Salaried,3996.23,0.0,159.74,240,1.0,Urban,Y
LP100030,Male,No,1,Graduate,No,Unemployed,1503.92,393.11,30.61,240,0.0,Rural,N
LP100352,Male,Yes,1,Not Graduate,Yes,Self-Employed,3340.14,0.0,57.72,300,1.0,Urban,N
LP100783,Female,No,1,Graduate,No,Unemployed,2394.2,0.0,105.79,240,1.0,Rural,Y
LP100353,Male,No,,Graduate,No,Salaried,5806.21,0.0,,240,1.0,Rural,Y
LP100234,,No,1,Graduate,No,Salaried,6219.37,1547.93,365.32,300,1.0,Urban,Y
LP100616,Male,Yes,3+,Graduate,Yes,Self-Employed,6181.13,1316.19,316.9,120,1.0,Semiurban,Y
LP100345,Male,Yes,1,Graduate,Yes,Freelancer,1627.76,0.0,64.59,360,1.0,Semiurban,Y
LP100752,Male,Yes,1,Graduate,Yes,Self-Employed,6234.39,2980.36,341.91,240,1.0,Rural,Y
LP100492,Male,Yes,2,Graduate,No,Salaried,1358.39,0.0,26.1,180,1.0,Semiurban,Y
LP100495,Male,No,1,Graduate,No,Salaried,3962.97,3210.34,314.94,240,1.0,Rural,Y
LP100762,,Yes,0,Not Graduate,No,Salaried,3248.51,238.35,130.45,360,1.0,Rural,Y
LP100165,Female,Yes,2,Graduate,No,Salaried,5490.67,4333.0,,360,1.0,Rural,Y
LP100409,Male,Yes,2,Graduate,No,Salaried,7021.37,4937.86,507.57,,1.0,Rural,Y
LP100840,Male,Yes,2,Graduate,No,Salaried,4704.89,1743.45,237.01,360,0.0,Urban,N
LP100138,Male,Yes,0,Graduate,,Self-Employed,5508.43,4007.88,359.78,180,1.0,Urban,Y
LP100189,Female,Yes,3+,Graduate,No,Salaried,6244.46,0.0,243.38,120,1.0,Urban,Y
LP100511,Male,No,2,Not Graduate,Yes,Freelancer,3230.07,0.0,96.11,,1.0,Semiurban,Y
LP100176,,Yes,0,Graduate,Yes,Freelancer,4567.79,0.0,190.59,300,1.0,Rural,Y
LP100462,Male,Yes,0,Graduate,Yes,Self-Employed,8590.43,2947.28,446.09,120,1.0,Rural,Y
LP100368,Male,Yes,,Graduate,,Salaried,3630.16,3026.97,269.62,,1.0,Semiurban,Y
LP100886,Male,Yes,0,Graduate,Yes,Self-Employed,6573.77,0.0,267.66,180,1.0,Urban,Y
LP100723,Male,Yes,2,Graduate,No,Salaried,4124.97,0.0,190.56,240,1.0,Urban,Y
LP100835,Male,Yes,0,Not Graduate,No,Salaried,5675.28,3023.83,393.53,300,1.0,Urban,Y
LP100691,Male,No,0,Graduate,Yes,Self-Employed,2589.99,0,93.09,240,1.0,Semiurban,Y
LP100220,Female,No,1,Graduate,Yes,Business Owner,6681.81,248.51,269.33,240,0.0,Rural,N
LP100479,Female,Yes,2,Graduate,,Self-Employed,5718.04,0.0,207.0,,1.0,Rural,Y
LP100298,Male,No,0,Graduate,No,Salaried,4518.2,1580.19,273.0,300,1.0,Rural,Y
LP100803,Male,No,1,Graduate,Yes,Self-Employed,2173.39,0.0,122.27,120,0.0,Rural,N
LP100984,Male,Yes,1,Graduate,No,Salaried,5912.57,0.0,237.76,120,1.0,Semiurban,Y
LP100534,Female,Yes,3+,Graduate,No,Salaried,2689.61,2669.98,206.1,360,1.0,Urban,Y
LP100003,Male,,1,Graduate,No,Salaried,1420.1,2191.2,137.41,120,1.0,Semiurban,Y
LP100083,Male,No,0,Graduate,,Salaried,5253.65,0.0,234.93,300,1.0,Semiurban,Y
LP100304,Male,Yes,0,Graduate,Yes,Freelancer,6925.33,1553.47,355.71,360,1.0,Semiurban,Y
LP100305,Female,Yes,2,Graduate,Yes,Freelancer,4015.36,0.0,134.28,180,1.0,Rural,Y
LP100115,Male,Yes,3+,Not Graduate,No,Salaried,4213.1,0.0,146.07,180,0.0,Rural,N
LP100951,Male,Yes,0,Graduate,No,Salaried,5969.69,4454.05,418.09,240,0.0,Urban,N
LP100568,Male,Yes,2,Graduate,Yes,Self-Employed,5561.92,0.0,242.43,360,0.0,Semiurban,N
LP100110,Male,Yes,,Not Graduate,No,Salaried,3086.96,0.0,134.87,,,Urban,N
LP100943,,Yes,2,Graduate,Yes,Self-Employed,4677.21,0.0,201.61,360,1.0,Rural,Y
LP100612,Male,Yes,0,Graduate,No,Unemployed,1012.93,0.0,71.6,240,1.0,Urban,Y
LP100337,Male,No,0,Not Graduate,Yes,Self-Employed,3179.58,3653.4,270.73,240,0.0,Semiurban,N
LP100555,Male,Yes,,Graduate,No,Salaried,4506.8,5195.16,410.63,360,1.0,Semiurban,Y
LP100653,Male,Yes,1,Graduate,,Salaried,3944.92,3532.64,336.08,360,1.0,Semiurban,Y
LP100468,Male,Yes,0,Graduate,Yes,Business Owner,8754.62,1182.84,389.59,180,0.0,Urban,N
LP100292,Female,Yes,2,Graduate,No,Salaried,5517.97,4334.75,440.94,240,1.0,Urban,Y
LP100400,Male,Yes,2,Graduate,Yes,Self-Employed,7496.84,0.0,258.83,,1.0,Urban,Y
LP100118,Male,No,0,Graduate,Yes,Business Owner,4684.03,0.0,159.43,120,1.0,Urban,Y
LP100877,Male,No,0,Graduate,Yes,Self-Employed,4180.71,3611.24,310.8,360,0.0,Semiurban,Y
LP100648,Male,Yes,1,Graduate,No,Salaried,3920.38,0.0,120.85,240,1.0,Urban,Y
LP100427,Male,No,2,Graduate,,Business Owner,9675.81,0.0,445.28,360,1.0,Semiurban,Y
LP100983,Male,Yes,2,Graduate,Yes,Self-Employed,4245.23,0.0,213.59,,1.0,Semiurban,Y
LP100862,Male,Yes,0,Graduate,No,Salaried,4212.14,1280.5,198.87,180,0.0,Rural,N
LP100433,Male,No,2,Graduate,No,Salaried,4982.68,2498.27,273.77,360,0.0,Semiurban,N
LP100533,Male,No,2,Graduate,No,Salaried,5424.13,3075.27,383.93,360,1.0,Urban,Y
LP100856,Male,Yes,1,Graduate,Yes,Business Owner,5700.52,3748.83,376.12,120,1.0,Urban,Y
LP100197,Male,No,2,Not Graduate,No,Salaried,2329.6,816.4,129.19,180,0.0,Semiurban,N
LP100498,Male,Yes,1,Graduate,Yes,Freelancer,2667.06,2635.98,232.97,300,1.0,Urban,N
LP100798,Female,Yes,0,Not Graduate,Yes,Freelancer,2970.73,0.0,82.69,360,0.0,Urban,N
LP100227,Male,Yes,1,Graduate,No,Salaried,2869.85,0.0,98.78,300,1.0,Rural,Y
LP100911,Male,Yes,0,Graduate,No,Salaried,6108.11,0.0,182.24,120,1.0,Urban,Y
LP100573,Male,No,0,Graduate,No,Salaried,3358.31,3942.63,276.84,240,,Urban,Y
LP100982,Male,Yes,1,Not Graduate,No,Salaried,3405.1,3188.51,266.55,120,1.0,Semiurban,Y
LP100726,Male,No,2,Graduate,No,Salaried,4324.48,1764.78,230.59,240,1.0,Urban,Y
LP100629,Male,Yes,0,Graduate,No,Salaried,4139.56,2447.19,,360,1.0,Rural,Y
LP100147,Male,Yes,0,Graduate,No,Salaried,6033.05,2751.17,349.8,360,1.0,Urban,Y
LP100166,Female,No,0,Graduate,No,Salaried,2926.87,0.0,88.54,180,1.0,Urban,Y
LP100771,Male,No,0,Graduate,No,Salaried,5559.82,3128.91,313.72,300,1.0,Semiurban,Y
LP100916,Male,,2,Graduate,Yes,Self-Employed,2727.98,3292.18,244.27,360,1.0,Semiurban,Y
LP100919,Male,Yes,2,Graduate,Yes,Self-Employed,2802.5,2448.33,174.53,120,1.0,Semiurban,Y
LP100633,Male,Yes,0,Graduate,No,Salaried,5347.26,0.0,,180,1.0,Urban,Y
LP100500,Male,No,1,Graduate,No,Unemployed,1473.5,3030.42,146.76,360,1.0,Rural,Y
LP100135,Female,No,1,Not Graduate,Yes,Business Owner,4971.94,3071.07,348.39,180,1.0,Urban,Y
LP100660,Male,Yes,0,Graduate,No,Salaried,4284.75,0.0,217.82,120,1.0,Urban,Y
LP100081,Female,Yes,0,Graduate,No,Salaried,4932.81,0.0,192.6,240,1.0,Rural,Y
LP100632,Male,Yes,0,Graduate,Yes,Freelancer,3829.06,2858.76,246.96,360,1.0,Semiurban,Y
LP100405,Female,Yes,2,Graduate,No,Salaried,7533.91,0.0,283.28,240,1.0,Urban,Y
LP100589,Male,,1,Graduate,No,Salaried,1566.32,266.81,124.9,120,1.0,Urban,Y
LP100965,Male,Yes,0,Not Graduate,Yes,Business Owner,5928.3,3117.04,397.62,300,1.0,Urban,Y
LP100838,Male,No,0,Graduate,Yes,Business Owner,9376.81,2124.59,479.25,180,1.0,Rural,Y
LP100208,Male,Yes,0,Graduate,Yes,Freelancer,4156.76,5008.74,,120,0.0,Urban,N
LP100737,Male,Yes,2,Not Graduate,No,Salaried,5211.17,447.17,224.32,120,0.0,Semiurban,N
LP100291,Female,No,3+,Graduate,Yes,Freelancer,5137.67,2377.99,326.83,240,1.0,Urban,Y
LP100505,Male,,0,Graduate,No,Salaried,7017.12,3207.74,441.34,300,1.0,Rural,Y
LP100153,Male,No,2,Graduate,No,Salaried,6387.68,0.0,235.99,240,1.0,Urban,Y
LP100025,Male,Yes,1,Graduate,Yes,Business Owner,6403.89,0.0,306.54,240,1.0,Semiurban,Y
LP100720,Male,Yes,0,Graduate,No,Salaried,2324.07,0,76.47,120,1.0,Rural,Y
LP100728,Male,Yes,2,Graduate,No,Salaried,5753.65,0.0,230.9,180,1.0,Semiurban,Y
LP100340,Male,Yes,1,Not Graduate,No,Salaried,529068.48,4074.59,206.88,360,1.0,Semiurban,Y
LP100307,Male,,1,Graduate,Yes,Business Owner,7275.06,3101.9,449.03,240,0.0,Rural,N
LP100681,Female,Yes,0,Graduate,No,Salaried,4525.37,2825.95,341.29,360,0.0,Rural,N
LP100729,Female,Yes,3+,Not Graduate,No,Salaried,1787.68,0.0,40.51,240,0.0,Rural,N
LP100921,Female,Yes,0,Graduate,No,Salaried,5106.87,2437.1,274.29,120,1.0,Semiurban,Y
LP100595,Male,No,3+,Not Graduate,No,Salaried,3317.86,0.0,99.15,240,1.0,Urban,Y
LP100114,Male,No,0,Graduate,No,Salaried,2890.18,2070.96,,180,1.0,Semiurban,Y
LP100845,Male,Yes,2,Graduate,No,Salaried,6885.23,0.0,262.07,300,1.0,Urban,N
LP100778,Male,No,3+,Graduate,Yes,Business Owner,5242.12,0.0,223.51,360,1.0,Semiurban,Y
LP100457,Male,Yes,3+,Not Graduate,Yes,Business Owner,7763.01,1976.03,398.73,180,1.0,Urban,Y
LP100338,Male,Yes,2,Graduate,Yes,Self-Employed,4469.76,496.97,205.96,360,1.0,Semiurban,Y
LP100144,Male,Yes,0,Graduate,No,Salaried,5415.2,0.0,170.2,300,1.0,Urban,Y
LP100561,Male,Yes,1,Graduate,No,Salaried,7519.95,1417.71,355.9,300,0.0,Semiurban,Y
LP100086,Male,Yes,0,Graduate,No,Unemployed,1927.9,168.0,77.6,240,,Rural,N
LP100333,Female,,3+,Graduate,No,Salaried,3673.65,3954.71,303.84,240,1.0,Urban,Y
LP100716,Male,No,0,Graduate,Yes,Freelancer,6369.43,2621.31,433.66,180,0.0,Semiurban,N
LP100263,Male,Yes,1,Graduate,Yes,Self-Employed,2793.88,0.0,131.21,300,1.0,Semiurban,Y
LP100065,Female,No,0,Graduate,Yes,Self-Employed,2577.67,0.0,99.31,120,0.0,Urban,N
LP100317,Male,Yes,0,Graduate,Yes,Self-Employed,5276.8,0.0,229.69,300,0.0,Semiurban,N
LP100980,Male,Yes,2,Not Graduate,No,Salaried,3461.82,2360.53,,360,,Semiurban,Y
LP100902,Male,No,0,Not Graduate,No,Salaried,3828.3,0.0,161.39,180,1.0,Urban,Y
LP100250,Male,Yes,0,Not Graduate,Yes,Business Owner,4099.51,579.13,208.15,360,1.0,Semiurban,Y
LP100426,Male,No,0,Not Graduate,No,Salaried,624422.16,0.0,74.83,360,1.0,Semiurban,Y
LP100278,Male,No,1,Graduate,No,Salaried,7376.04,1547.16,348.47,300,1.0,Urban,Y
LP100760,Male,No,2,Graduate,No,Salaried,4129.34,3460.47,281.16,360,0.0,Semiurban,Y
LP100597,Male,Yes,1,Graduate,,Salaried,4978.75,0.0,187.91,120,1.0,Urban,Y
LP100875,Male,Yes,0,Graduate,No,Salaried,6189.33,1753.92,352.08,120,0.0,Rural,N
LP100647,Male,Yes,0,Graduate,No,Salaried,3618.79,0.0,110.6,360,1.0,Urban,Y
LP100514,Male,No,3+,Not Graduate,Yes,Business Owner,3820.12,0.0,77.42,300,1.0,Semiurban,Y
LP100991,Male,,2,Not Graduate,,Freelancer,3188.11,0.0,123.47,180,1.0,Semiurban,Y
LP100416,Male,Yes,0,Graduate,No,Salaried,7113.8,1243.44,330.39,120,0.0,Urban,Y
LP100274,Female,Yes,0,Graduate,No,Salaried,3285.5,535.89,120.69,180,,Urban,Y
LP100088,Male,,0,Graduate,No,Salaried,3936.21,0.0,,180,1.0,Rural,Y
LP100879,Male,Yes,0,Graduate,Yes,Freelancer,5646.81,13.78,270.41,180,1.0,Semiurban,Y
LP100765,Male,Yes,,Graduate,Yes,Self-Employed,6297.46,0.0,208.72,180,0.0,Rural,N
LP100898,Male,Yes,0,Graduate,Yes,Self-Employed,3137.74,4537.51,293.21,120,,Urban,Y
LP100004,Male,Yes,2,Graduate,No,Salaried,6530.66,0.0,260.85,,1.0,Urban,Y
LP100891,Male,Yes,1,Graduate,No,Salaried,5260.22,0.0,199.67,180,1.0,Semiurban,Y
LP100557,Male,Yes,0,Graduate,No,Salaried,3759.15,4885.69,,360,1.0,Rural,Y
LP100365,Male,Yes,1,Graduate,Yes,Freelancer,4622.51,0.0,186.38,180,1.0,Urban,Y
LP100157,Male,Yes,1,Graduate,No,Salaried,5657.91,5201.55,433.3,180,1.0,Semiurban,Y
LP100740,Male,,2,Graduate,No,Salaried,4256.94,3581.56,319.92,300,1.0,Rural,Y
LP100170,Male,Yes,1,Graduate,No,Salaried,3294.91,0.0,144.65,,,Urban,Y
LP100101,Male,Yes,0,Graduate,Yes,Business Owner,8509.17,0.0,313.47,240,0.0,Urban,N
LP100212,Male,,1,Graduate,No,Salaried,5788.7,0,274.61,180,1.0,Rural,Y
LP100276,Male,Yes,1,Graduate,No,Salaried,7898.94,4838.6,518.08,240,0.0,Semiurban,N
LP100776,Male,No,3+,Graduate,No,Salaried,4724.12,0.0,179.25,360,1.0,Urban,Y
LP100816,Male,No,0,Not Graduate,No,Salaried,2898.85,1905.21,161.52,240,1.0,Rural,Y
LP100465,Female,Yes,0,Graduate,Yes,Business Owner,6094.52,684.4,290.41,180,0.0,Rural,N
LP100258,Male,Yes,2,Graduate,No,Salaried,4339.42,0.0,182.96,180,0.0,Urban,Y
